-119.336999976,34.1500010364,0.00784069,NaN,NaN,4.6,0
-119.289458115,34.1283572771,-0.0157343,NaN,NaN,0,0
-119.241939758,34.1066940424,-0.0618488,NaN,NaN,0,0
-119.194444913,34.0850113761,-0.136854,NaN,NaN,0,0
-119.146973585,34.063309322,-0.274769,NaN,NaN,0,0
-119.099525778,34.041587924,-0.459976,NaN,NaN,0.6,0
-119.052101499,34.019847226,-0.592329,NaN,NaN,1.1,0
-119.004700752,33.9980872718,-0.657511,NaN,NaN,1.05,0
-118.957323543,33.9763081053,-0.675019,NaN,NaN,1.15,0
-118.909969877,33.9545097704,-0.659778,NaN,NaN,1.45,0
-118.86263942,33.9326923162,-0.62384,NaN,NaN,1.9,0
-118.815332853,33.9108557762,-0.578002,NaN,NaN,2.1,0
-118.768049843,33.8890001996,-0.53128,NaN,NaN,1.8,0
-118.720790395,33.8671256304,-0.488621,NaN,NaN,1.35,0
-118.673554511,33.8452321126,-0.450657,NaN,NaN,1.1,0
-118.626342198,33.8233196901,-0.417509,NaN,NaN,1.1,0
-118.579153458,33.801388407,-0.39244,NaN,NaN,1.15,0
-118.531988297,33.7794383072,-0.38115,NaN,NaN,1.2,0
-118.484846717,33.7574694348,-0.38934,NaN,NaN,1.4,0
-118.437728722,33.7354818338,-0.423856,NaN,NaN,1.6,0
-118.390634316,33.7134755483,-0.38517,NaN,NaN,1.7,0
-118.343563503,33.6914506223,-0.288753,NaN,NaN,1.5,0
-118.296516285,33.6694071,-0.23892,NaN,NaN,1.3,0
-118.24949233,33.6473450287,-0.218175,NaN,NaN,1.9,0.4
-118.202492314,33.6252644457,-0.211051,NaN,NaN,2.4,0.5
-118.155515903,33.6031653985,-0.198965,NaN,NaN,2.9,0.7
-118.1085631,33.5810479314,-0.174283,NaN,NaN,3.45,1.25
-118.061633908,33.5589120884,-0.14587,NaN,NaN,3.6,1.4
-118.01472833,33.5367579137,-0.133822,NaN,NaN,2.8,0
-117.967846367,33.5145854513,-0.148566,NaN,NaN,2.3,0
-117.920988023,33.4923947456,-0.177829,NaN,NaN,1.75,0
-117.8741533,33.4701858406,-0.202973,NaN,NaN,1.4,0
-117.827342199,33.4479587805,-0.217282,NaN,NaN,1.2,0
-117.780554724,33.4257136095,-0.22448,NaN,NaN,1.1,0
-117.733790875,33.4034503717,-0.23125,NaN,NaN,1.15,0
-117.687050655,33.3811691115,-0.240744,NaN,NaN,1.35,0
-117.640334066,33.358869873,-0.250784,NaN,NaN,1.5,0
-117.593641108,33.3365527004,-0.263445,NaN,NaN,1.5,0
-117.546971785,33.314217638,-0.313535,NaN,NaN,1.45,0
-117.500326096,33.2918647299,-0.410929,NaN,NaN,1.2,0
-119.310966774,34.1895354099,0.0573853,NaN,NaN,4.8,1.5
-119.263408189,34.1678823141,0.0335653,NaN,NaN,4.4,0.9
-119.215873173,34.1462097316,-0.02028,228.2,NaN,3.65,0.7
-119.168361732,34.1245177061,-0.0938888,228.2,280,3.25,0.75
-119.120873871,34.1028062817,-0.285033,176.1,280,2.7,0.95
-119.073409595,34.0810755023,-0.555958,NaN,NaN,3.05,0.35
-119.02596891,34.0593254116,-0.673902,NaN,NaN,3.1,0.35
-118.978551822,34.0375560537,-0.713066,NaN,NaN,2.8,0.35
-118.931158334,34.0157674726,-0.705723,NaN,NaN,0,0
-118.883788453,33.9939597122,-0.666441,NaN,NaN,0.8,0
-118.836441844,33.9721328215,-0.608461,NaN,NaN,1.45,0
-118.789119188,33.9502868343,-0.544346,NaN,NaN,1.85,0
-118.741820153,33.9284217997,-0.486229,NaN,NaN,1.6,0
-118.694544742,33.9065377619,-0.437806,NaN,NaN,1.25,0
-118.64729296,33.8846347647,-0.393679,NaN,NaN,1.2,0
-118.600064768,33.8627105985,-0.349685,NaN,NaN,1.2,0
-118.552860257,33.8407698149,-0.311002,NaN,NaN,1.15,0
-118.505679386,33.8188102042,-0.286411,NaN,NaN,1.1,0
-118.458522159,33.7968318106,-0.275847,NaN,NaN,1.3,0
-118.411388581,33.774834678,-0.256001,386.6,390,1.4,0
-118.364278655,33.7528188505,-0.184544,385.1,390,1.5,0
-118.317192384,33.7307843724,-0.147462,386.6,390,1.6,0
-118.270129771,33.7087312878,-0.121817,NaN,NaN,1.7,0.35
-118.223090483,33.686659644,-0.129459,NaN,NaN,2.1,0.85
-118.176075197,33.6645694785,-0.149247,NaN,NaN,2.85,0.85
-118.129083578,33.6424608389,-0.145859,NaN,NaN,3.15,1
-118.08211563,33.6203337694,-0.110715,NaN,NaN,3.15,1.05
-118.035171355,33.5981883141,-0.0624396,NaN,NaN,3.4,1.1
-117.988250756,33.5760245173,-0.0493702,NaN,NaN,3.1,0.65
-117.941353835,33.5538424231,-0.0913849,NaN,NaN,2.4,0
-117.894480595,33.5316420757,-0.149421,NaN,NaN,1.9,0
-117.847631038,33.5094235195,-0.186425,NaN,NaN,1.6,0
-117.800805165,33.4871867986,-0.202679,NaN,NaN,1.45,0
-117.75400298,33.4649319572,-0.210578,NaN,NaN,1.4,0
-117.707224483,33.4426590396,-0.224662,NaN,NaN,1.5,0
-117.660469677,33.4203680901,-0.248841,NaN,NaN,1.55,0
-117.613738564,33.3980591529,-0.272885,NaN,NaN,2,0
-117.567031144,33.3757322724,-0.275621,386.6,387,1.45,0
-117.520347419,33.3533874927,-0.345047,468.4,390,1.1,0
-117.473687391,33.3310248582,-0.489983,468.4,390,0,0
-119.284909948,34.229062758,0.111136,NaN,NaN,6.15,1.15
-119.237334634,34.2074003001,0.0846435,293.5,280,4.35,0.75
-119.189782954,34.1857183442,-0.000618639,228.2,280,3.7,0.55
-119.142254913,34.1640169341,-0.156934,228.2,280,2.6,0.55
-119.094750515,34.1422961138,-0.416713,228.2,280,2.45,0.7
-119.047269766,34.1205559273,-0.657205,385.1,390,2.2,0.35
