lon,lat,Vs30_Wills,Z2p5,Z1,ln_Amp760
-117.2658,33.9070,386.6,0.0,0.0,-0.2220
-117.2189,33.8846,293.5,0.0,0.0,-0.3718
-117.1252,33.8396,293.5,0.0,0.0,-0.3748
-118.9440,34.7425,710.1,0.0,0.0,0.0120
-118.8962,34.7207,468.4,0.0,0.0,-0.1287
-118.8484,34.6989,468.4,0.0,0.0,-0.1965
-118.8007,34.6771,468.4,0.0,0.0,-0.1459
-118.7530,34.6552,385.1,0.0,0.0,-0.1077
-118.7053,34.6334,468.4,0.3,0.3,0.3233
-118.6576,34.6115,468.4,0.3,0.3,0.3003
-118.6100,34.5896,468.4,0.3,0.1,0.0465
-118.5623,34.5676,468.4,0.3,0.1,0.0721
-118.5147,34.5457,710.1,0.3,0.1,0.1285
-118.4672,34.5237,710.1,0.3,0.1,0.0389
-118.4196,34.5018,468.4,0.3,0.1,-0.0433
-118.3721,34.4798,385.1,1.9,0.1,-0.1939
-118.3246,34.4577,468.4,1.1,0.1,0.0337
-118.2771,34.4357,710.1,0.8,0.3,0.3015
-118.2297,34.4136,710.1,0.6,0.1,-0.0090
-118.1822,34.3916,710.1,0.7,0.1,-0.0293
-118.1348,34.3695,710.1,0.8,0.0,-0.1485
-118.0875,34.3474,710.1,0.6,0.0,-0.1330
-118.0401,34.3252,710.1,0.7,0.0,-0.1166
-117.9928,34.3031,710.1,0.8,0.0,-0.1322
-117.9455,34.2809,710.1,0.8,0.0,-0.1283
-117.8982,34.2587,710.1,0.6,0.0,-0.0703
-117.8510,34.2365,710.1,0.0,0.0,0.0558
-117.8037,34.2143,710.1,0.8,0.1,0.0589
-117.7565,34.1920,710.1,0.8,0.0,-0.1726
-117.7093,34.1698,710.1,1.1,0.0,-0.3240
-117.6622,34.1475,351.9,1.1,0.3,-0.0104
-117.6151,34.1252,386.6,1.1,0.3,-0.0802
-117.5679,34.1029,293.5,0.4,0.3,0.0186
-117.5209,34.0805,293.5,0.6,0.2,-0.1923
-117.4738,34.0582,293.5,0.3,0.2,-0.2714
-117.4268,34.0358,710.1,0.3,0.1,-0.5544
-117.3798,34.0134,386.6,0.3,0.1,-0.2897
-117.3328,33.9910,386.6,0.3,0.1,-0.1607
-117.2858,33.9686,710.1,0.0,0.0,-0.3107
-117.2389,33.9461,386.6,0.0,0.0,-0.3368
-117.1920,33.9237,351.9,0.8,0.0,-0.4608
-117.1451,33.9012,710.1,0.8,0.0,-0.5455
-117.0982,33.8787,293.5,0.9,0.0,-0.3523
-118.9176,34.7819,710.1,0.0,0.0,-0.0283
-118.8698,34.7602,468.4,0.0,0.0,-0.1327
-118.8220,34.7383,351.9,0.0,0.0,-0.1592
-118.7742,34.7165,468.4,0.0,0.0,-0.1920
-118.7265,34.6946,468.4,0.0,0.0,-0.1721
-118.6788,34.6728,468.4,0.0,0.0,-0.1286
-118.6311,34.6509,710.1,0.3,0.1,-0.0692
-118.5834,34.6290,710.1,0.3,0.1,-0.0957
-118.5358,34.6070,710.1,0.3,0.1,-0.0891
-118.4882,34.5851,385.1,0.3,0.1,0.0880
-118.4406,34.5631,710.1,0.3,0.1,0.0108
-118.3930,34.5411,710.1,0.3,0.1,-0.1073
-118.3455,34.5191,386.6,1.2,0.0,-0.2451
-118.2980,34.4971,385.1,1.1,0.0,-0.1692
-118.2505,34.4750,518.9,0.8,0.0,-0.1575
-118.2030,34.4530,386.6,0.8,0.0,-0.2268
-118.1556,34.4309,710.1,0.8,0.0,-0.3024
-118.1082,34.4088,710.1,0.8,0.0,-0.2423
-118.0608,34.3866,710.1,0.6,0.0,-0.1547
-118.0134,34.3645,710.1,0.7,0.0,-0.1400
-117.9661,34.3423,710.1,0.6,0.0,-0.1304
-117.9188,34.3202,710.1,0.0,0.0,-0.1110
-117.8715,34.2980,710.1,0.0,0.0,-0.0484
-117.8242,34.2757,710.1,0.0,0.0,0.0146
-117.7769,34.2535,710.1,0.6,0.0,-0.0480
-117.7297,34.2312,710.1,0.8,0.0,-0.2046
-117.6825,34.2090,710.1,1.1,0.0,-0.3563
-117.6354,34.1867,710.1,1.2,0.0,-0.4707
-117.5882,34.1644,351.9,1.1,0.3,-0.0223
-117.5411,34.1420,351.9,0.8,0.3,-0.0027
-117.4940,34.1197,293.5,0.5,0.2,-0.1584
-117.4469,34.0973,293.5,0.5,0.2,-0.2518
-117.3999,34.0749,293.5,0.3,0.2,-0.2577
-117.3528,34.0525,386.6,0.3,0.1,-0.2795
-117.3059,34.0301,351.9,0.3,0.1,-0.1565
-117.2589,34.0077,386.6,0.3,0.1,-0.1023
-117.2119,33.9852,710.1,0.8,0.0,-0.3126
-117.1650,33.9627,386.6,1.3,0.0,-0.3627
-117.1181,33.9403,468.4,1.5,0.0,-0.3807
-117.0712,33.9177,351.9,1.7,0.0,-0.3219
-118.8912,34.8214,351.9,0.0,0.0,0.0555
-118.8434,34.7996,710.1,0.0,0.0,-0.0151
-118.7956,34.7778,468.4,0.0,0.0,-0.0571
-118.7478,34.7559,710.1,0.7,0.0,-0.1951
-118.7000,34.7341,710.1,0.8,0.0,-0.2048
-118.6523,34.7122,710.1,0.0,0.0,-0.0942
-118.6046,34.6903,710.1,0.0,0.0,-0.0768
-118.5569,34.6683,710.1,0.3,0.1,-0.1141
-118.5093,34.6464,710.1,0.3,0.1,-0.1474
-118.4616,34.6244,710.1,0.0,0.0,-0.2083
-118.4140,34.6025,710.1,0.0,0.0,-0.2315
-118.3664,34.5805,710.1,0.0,0.0,-0.2552
-118.3189,34.5584,710.1,0.0,0.0,-0.2286
-118.2714,34.5364,710.1,0.6,0.0,-0.1967
-118.2239,34.5143,710.1,0.7,0.0,-0.2794
-118.1764,34.4923,518.9,0.8,0.0,-0.5111
-118.1289,34.4702,710.1,0.8,0.0,-0.5586
-118.0815,34.4481,710.1,0.7,0.0,-0.2756
-118.0341,34.4259,710.1,0.0,0.0,-0.1337
-117.9867,34.4038,710.1,0.0,0.0,-0.1263
-117.9393,34.3816,710.1,0.0,0.0,-0.1189
-117.8920,34.3594,710.1,0.0,0.0,-0.1147
-117.8447,34.3372,710.1,0.0,0.0,-0.0916
-117.7974,34.3150,710.1,0.0,0.0,-0.0840
-117.7501,34.2927,710.1,0.0,0.0,-0.1469
-117.7029,34.2705,710.1,0.7,0.0,-0.2965
-117.6557,34.2482,710.1,1.1,0.0,-0.4251
-117.6085,34.2259,710.1,1.4,0.0,-0.4477
-117.5613,34.2035,710.1,1.4,0.0,-0.4102
-117.5142,34.1812,710.1,1.1,0.1,-0.3238
-117.4671,34.1589,351.9,0.9,0.3,0.0710
-117.4200,34.1365,351.9,0.8,0.3,-0.0470
-117.3729,34.1141,386.6,0.6,0.3,-0.0831
-117.3259,34.0917,293.5,1.1,0.2,-0.0433
-117.2789,34.0692,293.5,2.0,0.3,0.1747
-117.2319,34.0468,351.9,0.9,0.2,0.1423
-117.1849,34.0243,444.0,1.1,0.3,0.2773
-117.1380,34.0018,351.9,1.6,0.3,0.2587
-117.0911,33.9793,351.9,2.0,0.0,-0.1877
-117.0442,33.9568,444.0,2.4,0.0,-0.2423
-118.8647,34.8608,710.1,0.0,0.0,0.0551
-118.8169,34.8390,710.1,0.0,0.0,0.0241
-118.7691,34.8172,468.4,0.8,0.0,-0.0642
-118.7213,34.7953,386.6,1.4,0.0,-0.2139
-118.6735,34.7735,351.9,1.4,0.0,-0.2535
-118.6258,34.7516,710.1,0.9,0.0,-0.2383
-118.5781,34.7297,710.1,0.0,0.0,-0.2717
-118.5304,34.7077,710.1,0.0,0.0,-0.3510
-118.4827,34.6858,710.1,0.0,0.0,-0.4024
-118.4350,34.6638,710.1,0.0,0.0,-0.4103
-118.3874,34.6418,710.1,0.0,0.0,-0.4161
-118.3398,34.6198,710.1,0.0,0.0,-0.3800
-118.2922,34.5978,710.1,0.0,0.0,-0.3529
-118.2447,34.5757,710.1,0.0,0.0,-0.3530
-118.1972,34.5537,710.1,0.0,0.0,-0.4720
-118.1497,34.5316,710.1,0.0,0.0,-0.6527
-118.1022,34.5095,351.9,0.6,0.0,-0.5642
-118.0548,34.4873,710.1,0.0,0.0,-0.4092
-118.0073,34.4652,710.1,0.0,0.0,-0.3036
-117.9599,34.4430,710.1,0.0,0.0,-0.2440
-117.9126,34.4208,710.1,0.0,0.0,-0.2478
-117.8652,34.3986,710.1,0.0,0.0,-0.3000
-117.8179,34.3764,710.1,0.0,0.0,-0.3154
-117.7706,34.3542,710.1,0.0,0.0,-0.2648
-117.7233,34.3319,710.1,0.0,0.0,-0.3204
-117.6761,34.3097,710.1,0.6,0.0,-0.5035
-117.6288,34.2874,710.1,1.1,0.0,-0.6414
-117.5816,34.2650,710.1,1.4,0.0,-0.6238
-117.5345,34.2427,710.1,1.6,0.0,-0.5251
-117.4873,34.2204,710.1,1.3,0.0,-0.3404
-117.4402,34.1980,351.9,1.1,0.0,-0.1964
-117.3931,34.1756,351.9,1.1,0.4,0.2356
-117.3460,34.1532,293.5,1.2,0.3,0.2292
-117.2989,34.1308,293.5,1.0,0.3,0.2318
-117.2519,34.1083,293.5,0.4,0.2,0.1171
-117.2049,34.0859,293.5,0.6,0.2,0.2331
-117.1579,34.0634,293.5,1.5,0.3,0.4393
-117.1110,34.0409,386.6,2.1,0.3,0.3296
-117.0641,34.0184,351.9,2.4,0.3,0.2921
-117.0172,33.9959,710.1,2.5,0.0,-0.1965
-118.8383,34.9003,710.1,0.0,0.0,0.0745
-118.7904,34.8785,710.1,0.0,0.0,0.0091
-118.7426,34.8566,710.1,0.9,0.0,-0.1265
-118.6948,34.8348,386.6,1.5,0.0,-0.3078
-118.6470,34.8129,351.9,1.8,0.0,-0.4005
-118.5992,34.7910,293.5,1.5,0.0,-0.3666
-118.5515,34.7690,386.6,1.4,0.0,-0.4929
-118.5038,34.7471,351.9,1.0,0.0,-0.5368
-118.4561,34.7251,351.9,0.8,0.0,-0.5847
-118.4084,34.7032,386.6,0.8,0.0,-0.6231
-118.3608,34.6812,386.6,0.8,0.0,-0.6177
-118.3132,34.6591,386.6,0.0,0.0,-0.5479
-118.2656,34.6371,351.9,0.0,0.0,-0.5048
-118.2180,34.6150,710.1,0.0,0.0,-0.5717
-118.1705,34.5930,293.5,0.0,0.0,-0.5325
-118.1230,34.5709,293.5,0.0,0.0,-0.5526
-118.0755,34.5487,351.9,0.0,0.0,-0.5889
-118.0280,34.5266,710.1,0.0,0.0,-0.6202
-117.9806,34.5045,351.9,0.0,0.0,-0.4964
-117.9332,34.4823,351.9,0.0,0.0,-0.3704
-117.8858,34.4601,444.0,0.6,0.0,-0.4166
-117.8384,34.4379,351.9,0.0,0.0,-0.5625
-117.7911,34.4157,386.6,0.0,0.0,-0.5831
-117.7437,34.3934,710.1,0.0,0.0,-0.4388
-117.6965,34.3711,710.1,0.6,0.0,-0.4894
-117.6492,34.3489,710.1,0.8,0.0,-0.7761
-117.6020,34.3265,710.1,1.2,0.0,-0.9148
-117.5547,34.3042,710.1,1.5,0.0,-0.8884
-117.5075,34.2819,710.1,1.6,0.0,-0.7008
-117.4604,34.2595,386.6,1.4,0.0,-0.2561
-117.4132,34.2371,351.9,1.2,0.3,0.3820
-117.3661,34.2147,386.6,1.4,0.3,0.4241
-117.3190,34.1923,351.9,1.4,0.3,0.4369
-117.2720,34.1699,351.9,1.6,0.3,0.3303
-117.2249,34.1475,351.9,1.2,0.1,0.1020
-117.1779,34.1250,386.6,1.1,0.2,0.2182
-117.1309,34.1025,351.9,1.5,0.3,0.4227
-117.0839,34.0800,386.6,1.8,0.3,0.3355
-117.0370,34.0575,386.6,1.8,0.3,0.2918
-116.9901,34.0349,710.1,2.0,0.0,-0.1432
-118.8118,34.9397,710.1,0.0,0.0,0.0950
-118.7639,34.9179,710.1,0.0,0.0,0.0373
-118.7161,34.8960,710.1,0.7,0.0,-0.0879
-118.6682,34.8742,386.6,1.2,0.0,-0.2523
-118.6204,34.8523,351.9,1.6,0.0,-0.3628
-118.5726,34.8304,351.9,1.6,0.0,-0.4655
-118.5249,34.8084,293.5,2.3,0.0,-0.4782
-118.4772,34.7865,293.5,3.8,0.0,-0.5301
-118.4295,34.7645,386.6,2.4,0.0,-0.6428
-118.3818,34.7425,710.1,1.4,0.0,-0.7300
-118.3341,34.7205,386.6,1.2,0.0,-0.7099
-118.2865,34.6985,293.5,1.1,0.0,-0.6068
-118.2389,34.6764,293.5,0.7,0.0,-0.5886
-118.1913,34.6543,293.5,0.8,0.0,-0.5920
-118.1438,34.6323,293.5,0.7,0.0,-0.6076
-118.0962,34.6102,293.5,0.0,0.0,-0.6191
-118.0487,34.5880,293.5,0.0,0.0,-0.6290
-118.0012,34.5659,293.5,0.0,0.0,-0.6171
-117.9538,34.5437,293.5,0.0,0.0,-0.5351
-117.9064,34.5215,293.5,0.7,0.0,-0.4648
-117.8590,34.4993,351.9,0.7,0.0,-0.5765
-117.8116,34.4771,351.9,0.7,0.0,-0.7038
-117.7642,34.4549,351.9,0.7,0.0,-0.6724
-117.7169,34.4326,351.9,0.8,0.0,-0.5545
-117.6696,34.4103,351.9,1.0,0.0,-0.6104
-117.6223,34.3880,351.9,1.2,0.0,-0.7940
-117.5750,34.3657,351.9,1.4,0.0,-0.8561
-117.5278,34.3434,351.9,1.5,0.0,-0.8298
-117.4806,34.3210,351.9,1.4,0.0,-0.6269
-117.4334,34.2987,710.1,1.3,0.0,-0.3571
-117.3863,34.2763,710.1,1.3,0.0,-0.1728
-117.3391,34.2539,468.4,1.4,0.0,-0.0063
-117.2920,34.2315,710.1,1.6,0.0,-0.0130
-117.2449,34.2090,710.1,1.6,0.0,-0.0751
-117.1979,34.1865,710.1,1.4,0.0,-0.0674
-117.1509,34.1641,710.1,1.4,0.0,-0.0146
-117.1039,34.1416,710.1,1.4,0.0,-0.0059
-117.0569,34.1191,710.1,1.4,0.0,-0.0495
-117.0099,34.0965,385.1,1.4,0.0,-0.0411
-116.9630,34.0740,710.1,1.6,0.0,-0.0800
-118.7853,34.9792,386.6,0.0,0.0,0.1483
-118.7374,34.9573,710.1,0.0,0.0,0.1020
-118.6895,34.9355,710.1,0.0,0.0,0.0067
-118.6417,34.9136,710.1,0.8,0.0,-0.1387
-118.5938,34.8917,386.6,1.1,0.0,-0.2561
-118.5460,34.8697,351.9,1.5,0.0,-0.3996
-118.4983,34.8478,351.9,1.9,0.0,-0.4846
-118.4505,34.8258,228.2,2.5,0.0,-0.3264
-118.4028,34.8039,228.2,1.6,0.0,-0.3837
-118.3551,34.7819,293.5,1.3,0.0,-0.6098
-118.3074,34.7598,293.5,1.2,0.0,-0.6582
-118.2598,34.7378,293.5,1.1,0.0,-0.6749
-118.2122,34.7157,386.6,1.3,0.0,-0.7379
-118.1646,34.6937,228.2,1.5,0.0,-0.5123
-118.1170,34.6716,293.5,1.4,0.0,-0.6502
-118.0695,34.6494,228.2,1.1,0.0,-0.5950
-118.0219,34.6273,228.2,0.7,0.0,-0.5945
-117.9745,34.6051,293.5,0.0,0.0,-0.6264
-117.9270,34.5830,293.5,0.6,0.0,-0.5662
-117.8795,34.5608,293.5,0.6,0.0,-0.5753
-117.8321,34.5386,293.5,0.7,0.0,-0.6220
-117.7847,34.5163,351.9,0.7,0.0,-0.7237
-117.7373,34.4941,351.9,0.9,0.0,-0.7053
-117.6900,34.4718,351.9,1.1,0.0,-0.6697
-117.6427,34.4495,351.9,1.3,0.0,-0.6793
-117.5954,34.4272,351.9,1.5,0.0,-0.6836
-117.5481,34.4049,386.6,1.6,0.0,-0.7019
-117.5009,34.3826,386.6,1.6,0.0,-0.6768
-117.4536,34.3602,351.9,1.5,0.0,-0.5645
-117.4064,34.3378,351.9,1.4,0.0,-0.4983
-117.3593,34.3154,351.9,1.4,0.0,-0.3555
-117.3121,34.2930,710.1,1.5,0.0,-0.1893
-117.2650,34.2706,710.1,1.4,0.0,-0.1064
-117.2179,34.2481,710.1,1.4,0.0,-0.0952
-117.1708,34.2256,710.1,1.4,0.0,-0.0618
-117.1238,34.2032,710.1,1.7,0.0,-0.0005
-117.0768,34.1806,710.1,1.6,0.0,0.0300
-117.0298,34.1581,468.4,1.4,0.0,0.0655
-116.9828,34.1356,710.1,1.1,0.0,0.0242
-116.9359,34.1130,710.1,1.4,0.0,-0.0253
-118.7587,35.0186,351.9,0.0,0.0,0.1686
-118.7108,34.9967,710.1,0.0,0.0,0.1052
-118.6629,34.9749,710.1,0.0,0.0,0.0213
-118.6151,34.9530,710.1,0.6,0.0,-0.0962
-118.5672,34.9311,386.6,0.8,0.0,-0.2143
-118.5194,34.9091,386.6,0.8,0.0,-0.3585
-118.4716,34.8872,386.6,1.0,0.0,-0.4438
-118.4239,34.8652,293.5,1.1,0.0,-0.4128
-118.3761,34.8432,293.5,1.0,0.0,-0.4922
-118.3284,34.8212,228.2,1.1,0.0,-0.4693
-118.2807,34.7992,228.2,1.1,0.0,-0.5327
-118.2331,34.7771,228.2,1.2,0.0,-0.5668
-118.1854,34.7550,386.6,1.5,0.0,-0.7597
-118.1378,34.7330,386.6,1.9,0.0,-0.7438
-118.0902,34.7108,228.2,1.9,0.0,-0.5763
-118.0427,34.6887,293.5,1.5,0.0,-0.7479
-117.9951,34.6666,293.5,1.1,0.0,-0.7274
-117.9476,34.6444,293.5,0.7,0.0,-0.6537
-117.9001,34.6222,351.9,0.7,0.0,-0.6798
-117.8527,34.6000,710.1,0.7,0.0,-0.7396
-117.8052,34.5778,293.5,0.6,0.0,-0.6654
-117.7578,34.5556,293.5,0.7,0.0,-0.6796
-117.7105,34.5333,293.5,1.0,0.0,-0.6682
-117.6631,34.5110,293.5,1.4,0.0,-0.6477
-117.6158,34.4887,351.9,1.5,0.0,-0.6773
-117.5684,34.4664,351.9,1.6,0.0,-0.6314
-117.5212,34.4441,351.9,1.8,0.0,-0.6145
-117.4739,34.4217,351.9,1.7,0.0,-0.5903
-117.4267,34.3993,386.6,1.6,0.0,-0.5781
-117.3794,34.3770,351.9,1.4,0.0,-0.5472
-117.3323,34.3545,386.6,1.4,0.0,-0.4322
-117.2851,34.3321,293.5,1.4,0.0,-0.1842
-117.2380,34.3097,710.1,1.3,0.0,-0.1807
-117.1908,34.2872,710.1,1.2,0.0,-0.1263
-117.1438,34.2647,710.1,1.3,0.0,-0.0689
-117.0967,34.2422,710.1,1.7,0.0,-0.0052
-117.0497,34.2197,710.1,1.8,0.0,0.0359
-117.0027,34.1972,710.1,1.6,0.0,0.0602
-116.9557,34.1746,386.6,1.4,0.0,0.0694
-116.9087,34.1520,710.1,1.4,0.0,-0.0034
